question,answer
What's on the menu today — thanks.,Today's specials are updated on the menu board and website.
What's on the menu today.,Today's specials are updated on the menu board and website.
What's on the menu today right now?,Today's specials are updated on the menu board and website.
What's on the menu today today?,Today's specials are updated on the menu board and website.
What's on the menu today today please?,Today's specials are updated on the menu board and website.
What's on the menu today today — thanks.,Today's specials are updated on the menu board and website.
What's on the menu today today.,Today's specials are updated on the menu board and website.
What's on the menu today today right now?,Today's specials are updated on the menu board and website.
What's on the menu today tonight?,Today's specials are updated on the menu board and website.
What's on the menu today tonight please?,Today's specials are updated on the menu board and website.
What's on the menu today tonight — thanks.,Today's specials are updated on the menu board and website.
What's on the menu today tonight.,Today's specials are updated on the menu board and website.
What's on the menu today tonight right now?,Today's specials are updated on the menu board and website.
What's on the menu today this weekend?,Today's specials are updated on the menu board and website.
What's on the menu today this weekend please?,Today's specials are updated on the menu board and website.
What's on the menu today this weekend — thanks.,Today's specials are updated on the menu board and website.
What's on the menu today this weekend.,Today's specials are updated on the menu board and website.
What's on the menu today this weekend right now?,Today's specials are updated on the menu board and website.
What's on the menu today tomorrow?,Today's specials are updated on the menu board and website.
What's on the menu today tomorrow please?,Today's specials are updated on the menu board and website.
What's on the menu today tomorrow — thanks.,Today's specials are updated on the menu board and website.
What's on the menu today tomorrow.,Today's specials are updated on the menu board and website.
What's on the menu today tomorrow right now?,Today's specials are updated on the menu board and website.
Do you serve alcohol?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol please?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol — thanks.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol right now?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol today?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol today please?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol today — thanks.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol today.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol today right now?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tonight?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tonight please?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tonight — thanks.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tonight.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tonight right now?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol this weekend?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol this weekend please?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol this weekend — thanks.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol this weekend.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol this weekend right now?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tomorrow?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tomorrow please?,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tomorrow — thanks.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tomorrow.,We serve soft drinks and some alcoholic beverages where permitted.
Do you serve alcohol tomorrow right now?,We serve soft drinks and some alcoholic beverages where permitted.
Is parking available?,"Yes, there is parking available nearby at our premises."
Is parking available please?,"Yes, there is parking available nearby at our premises."
Is parking available — thanks.,"Yes, there is parking available nearby at our premises."
Is parking available.,"Yes, there is parking available nearby at our premises."
Is parking available right now?,"Yes, there is parking available nearby at our premises."
Is parking available today?,"Yes, there is parking available nearby at our premises."
Is parking available today please?,"Yes, there is parking available nearby at our premises."
Is parking available today — thanks.,"Yes, there is parking available nearby at our premises."
Is parking available today.,"Yes, there is parking available nearby at our premises."
Is parking available today right now?,"Yes, there is parking available nearby at our premises."
Is parking available tonight?,"Yes, there is parking available nearby at our premises."
Is parking available tonight please?,"Yes, there is parking available nearby at our premises."
Is parking available tonight — thanks.,"Yes, there is parking available nearby at our premises."
Is parking available tonight.,"Yes, there is parking available nearby at our premises."
Is parking available tonight right now?,"Yes, there is parking available nearby at our premises."
Is parking available this weekend?,"Yes, there is parking available nearby at our premises."
Is parking available this weekend please?,"Yes, there is parking available nearby at our premises."
Is parking available this weekend — thanks.,"Yes, there is parking available nearby at our premises."
Is parking available this weekend.,"Yes, there is parking available nearby at our premises."
Is parking available this weekend right now?,"Yes, there is parking available nearby at our premises."
Is parking available tomorrow?,"Yes, there is parking available nearby at our premises."
